POPULATION (IN THOUSANDS):
ALTER          USA              EU           JAPAN            CHINA            INDIA          RUSSIA
39   .106753 .114736 .122386 .130392 .138898 .147954 .157692 .168492
40   .106306 .114340 .122050 .130125 .138689 .147774 .157495 .168231
41   .105868 .113952 .121722 .129863 .138485 .147598 .157304 .167976
42   .105438 .113571 .121400 .129608 .138286 .147426 .157116 .167727
43   .105016 .113199 .121085 .129357 .138091 .147258 .156933 .167484
44   .104602 .112833 .120776 .129112 .137900 .147093 .156754 .167247
45   .104196 .112475 .120474 .128873 .137714 .146932 .156579 .167015
46   .103797 .112124 .120178 .128638 .137531 .146775 .156408 .166789
47   .103405 .111779 .119887 .128408 .137353 .146621 .156241 .166567
48   .103021 .111441 .119603 .128183 .137178 .146471 .156077 .166350
49   .102644 .111109 .119324 .127962 .137006 .146323 .155917 .166138
50   .102273 .110784 .119050 .127746 .136838 .146179 .155760 .165931
 
JAHR      84      85      86      87      88      89      90
 0   .209569 .237511 .273998 .322809 .391045 .493060 .662434
 1   .208181 .235477 .271092 .318725 .385316 .484998 .651750
 2   .206857 .233545 .268347 .314896 .380006 .477657 .642310
 3   .205594 .231708 .265748 .311297 .375070 .470945 .633908
 4   .204387 .229958 .263284 .307909 .370470 .464785 .626382
 5   .203232 .228289 .260945 .304714 .366172 .459111 .619601
 6   .202128 .226696 .258722 .301695 .362149 .453868 .613461
 7   .201069 .225174 .256607 .298839 .358374 .449009 .607874
 8   .200054 .223718 .254591 .296133 .354825 .444492 .602769
 9   .199079 .222323 .252667 .293565 .351482 .440283 .598087
10   .198143 .220987 .250831 .291125 .348328 .436352 .593776
11   .197243 .219706 .249075 .288803 .345348 .432672 .589794
12   .196377 .218476 .247395 .286592 .342527 .429219 .586106
13   .195543 .217294 .245786 .284483 .339854 .425974 .582679
14   .194740 .216157 .244243 .282470 .337315 .422917 .579487
15   .193965 .215063 .242762 .280545 .334903 .420034 .576506
16   .193218 .214010 .241341 .278705 .332607 .417309 .573717
17   .192497 .212995 .239974 .276942 .330420 .414730 .571101
18   .191800 .212017 .238660 .275252 .328333 .412286 .568642
19   .191126 .211072 .237395 .273631 .326340 .409966 .566328
20   .190475 .210161 .236176 .272075 .324436 .407761 .564145
21   .189845 .209280 .235001 .270580 .322613 .405662 .562082
22   .189234 .208428 .233868 .269142 .320867 .403663 .560131
23   .188643 .207605 .232775 .267758 .319194 .401756 .558282
24   .188070 .206807 .231719 .266425 .317588 .399935 .556527
25   .187515 .206036 .230698 .265141 .316046 .398195 .554860
26   .186976 .205288 .229711 .263902 .314564 .396529 .553273
27   .186453 .204563 .228757 .262707 .313138 .394934 .551762
28   .185945 .203861 .227833 .261552 .311766 .393405 .550320
29   .185452 .203179 .226938 .260437 .310444 .391938 .548944
30   .184973 .202517 .226070 .259359 .309170 .390529 .547629
31   .184507 .201875 .225230 .258316 .307942 .389175 .546371
32   .184054 .201251 .224414 .257307 .306756 .387873 .545166
33   .183613 .200644 .223623 .256329 .305610 .386619 .544011
34   .183184 .200054 .222855 .255382 .304504 .385412 .542903
35   .182766 .199481 .222109 .254464 .303434 .384248 .541840
36   .182359 .198923 .221384 .253574 .302399 .383126 .540818
37   .181963 .198380 .220680 .252711 .301397 .382043 .539835
38   .181577 .197851 .219995 .251872 .300426 .380997 .538889
39   .181200 .197336 .219329 .251058 .299486 .379986 .537977
40   .180833 .196834 .218680 .250268 .298574 .379009 .537099
41   .180474 .196344 .218049 .249499 .297690 .378063 .536252
42   .180125 .195867 .217434 .248752 .296833 .377148 .535435
43   .179783 .195402 .216835 .248025 .296000 .376262 .534646
44   .179450 .194948 .216252 .247318 .295191 .375403 .533884
45   .179124 .194505 .215683 .246629 .294405 .374571 .533146
46   .178806 .194073 .215128 .245959 .293642 .373764 .532433
47   .178496 .193651 .214587 .245306 .292899 .372981 .531743
48   .178192 .193238 .214059 .244670 .292177 .372220 .531075
49   .177895 .192835 .213544 .244050 .291474 .371482 .530428
50   .177604 .192441 .213040 .243445 .290790 .370764 .529800


RUSSIA (adjusted for those who died 18-67)
JAHR      68      69      70      71      72      73      74      75
 0   .062246 .070363 .078528 .085217 .091198 .098190 .107673 .119484
 1   .062246 .070363 .078528 .085217 .091198 .098190 .107673 .119484
 2   .067252 .067065 .067398 .069329 .074498 .084721 .100960 .121272
 3   .067252 .067065 .067398 .069329 .074498 .084721 .100960 .121272
 4   .067252 .067065 .067398 .069329 .074498 .084721 .100960 .121272
 5   .067252 .067065 .067398 .069329 .074498 .084721 .100960 .121272
 6   .067252 .067065 .067398 .069329 .074498 .084721 .100960 .121272
 7   .070862 .080016 .088860 .094941 .098075 .099129 .099395 .100379
 8   .070862 .080016 .088860 .094941 .098075 .099129 .099395 .100379
 9   .070862 .080016 .088860 .094941 .098075 .099129 .099395 .100379
10   .070862 .080016 .088860 .094941 .098075 .099129 .099395 .100379
11   .070862 .080016 .088860 .094941 .098075 .099129 .099395 .100379
12   .056988 .068617 .080249 .089564 .097292 .105354 .115315 .126771
13   .056988 .068617 .080249 .089564 .097292 .105354 .115315 .126771
14   .056988 .068617 .080249 .089564 .097292 .105354 .115315 .126771
15   .056988 .068617 .080249 .089564 .097292 .105354 .115315 .126771
16   .056988 .068617 .080249 .089564 .097292 .105354 .115315 .126771
17   .049511 .057296 .065183 .071821 .078155 .086102 .097284 .111435
18   .049511 .057296 .065183 .071821 .078155 .086102 .097284 .111435
19   .049511 .057296 .065183 .071821 .078155 .086102 .097284 .111435
20   .049511 .057296 .065183 .071821 .078155 .086102 .097284 .111435
21   .049511 .057296 .065183 .071821 .078155 .086102 .097284 .111435
22   .042174 .049607 .057035 .062964 .067976 .073546 .081040 .090599
23   .042174 .049607 .057035 .062964 .067976 .073546 .081040 .090599
24   .042174 .049607 .057035 .062964 .067976 .073546 .081040 .090599
25   .042174 .049607 .057035 .062964 .067976 .073546 .081040 .090599
26   .042174 .049607 .057035 .062964 .067976 .073546 .081040 .090599
27   .046756 .049884 .053131 .056108 .059468 .064312 .071513 .080751
28   .046756 .049884 .053131 .056108 .059468 .064312 .071513 .080751
29   .046756 .049884 .053131 .056108 .059468 .064312 .071513 .080751
30   .046756 .049884 .053131 .056108 .059468 .064312 .071513 .080751
31   .046756 .049884 .053131 .056108 .059468 .064312 .071513 .080751
32   .044975 .051733 .058387 .063376 .066886 .069852 .073252 .077519
33   .044975 .051733 .058387 .063376 .066886 .069852 .073252 .077519
34   .044975 .051733 .058387 .063376 .066886 .069852 .073252 .077519
35   .044975 .051733 .058387 .063376 .066886 .069852 .073252 .077519
36   .044975 .051733 .058387 .063376 .066886 .069852 .073252 .077519
37   .042977 .048780 .054634 .059484 .063897 .069099 .076090 .084601
38   .042977 .048780 .054634 .059484 .063897 .069099 .076090 .084601
39   .042977 .048780 .054634 .059484 .063897 .069099 .076090 .084601
40   .042977 .048780 .054634 .059484 .063897 .069099 .076090 .084601
41   .042977 .048780 .054634 .059484 .063897 .069099 .076090 .084601
42   .039450 .045430 .051401 .056151 .060119 .064449 .070190 .077437
43   .039450 .045430 .051401 .056151 .060119 .064449 .070190 .077437
44   .039450 .045430 .051401 .056151 .060119 .064449 .070190 .077437
45   .039450 .045430 .051401 .056151 .060119 .064449 .070190 .077437
46   .039450 .045430 .051401 .056151 .060119 .064449 .070190 .077437
47   .039450 .045430 .051401 .056151 .060119 .064449 .070190 .077437
48   .039450 .045430 .051401 .056151 .060119 .064449 .070190 .077437
49   .039450 .045430 .051401 .056151 .060119 .064449 .070190 .077437
50   .039450 .045430 .051401 .056151 .060119 .064449 .070190 .077437

JAHR      76      77      78      79      80      81      82      83
 0   .129925 .139251 .149584 .163048 .179702 .194846 .209410 .226920
 1   .129925 .139251 .149584 .163048 .179702 .194846 .209410 .226920
 2   .137568 .148249 .154954 .160419 .167137 .176267 .192074 .220103
 3   .137568 .148249 .154954 .160419 .167137 .176267 .192074 .220103
 4   .137568 .148249 .154954 .160419 .167137 .176267 .192074 .220103
 5   .137568 .148249 .154954 .160419 .167137 .176267 .192074 .220103
 6   .137568 .148249 .154954 .160419 .167137 .176267 .192074 .220103
 7   .103747 .112139 .128497 .154385 .186718 .212586 .229338 .239414
 8   .103747 .112139 .128497 .154385 .186718 .212586 .229338 .239414
 9   .103747 .112139 .128497 .154385 .186718 .212586 .229338 .239414
10   .103747 .112139 .128497 .154385 .186718 .212586 .229338 .239414
11   .103747 .112139 .128497 .154385 .186718 .212586 .229338 .239414
12   .135356 .140211 .142267 .143276 .145395 .150989 .164141 .189539
13   .135356 .140211 .142267 .143276 .145395 .150989 .164141 .189539
14   .135356 .140211 .142267 .143276 .145395 .150989 .164141 .189539
15   .135356 .140211 .142267 .143276 .145395 .150989 .164141 .189539
16   .135356 .140211 .142267 .143276 .145395 .150989 .164141 .189539
17   .124170 .135684 .148211 .163722 .181411 .194602 .201904 .204573
18   .124170 .135684 .148211 .163722 .181411 .194602 .201904 .204573
19   .124170 .135684 .148211 .163722 .181411 .194602 .201904 .204573
20   .124170 .135684 .148211 .163722 .181411 .194602 .201904 .204573
21   .124170 .135684 .148211 .163722 .181411 .194602 .201904 .204573
22   .099639 .108993 .121097 .138119 .159544 .178764 .196153 .215218
23   .099639 .108993 .121097 .138119 .159544 .178764 .196153 .215218
24   .099639 .108993 .121097 .138119 .159544 .178764 .196153 .215218
25   .099639 .108993 .121097 .138119 .159544 .178764 .196153 .215218
26   .099639 .108993 .121097 .138119 .159544 .178764 .196153 .215218
27   .089072 .096749 .105619 .117546 .132647 .146910 .161630 .180560
28   .089072 .096749 .105619 .117546 .132647 .146910 .161630 .180560
29   .089072 .096749 .105619 .117546 .132647 .146910 .161630 .180560
30   .089072 .096749 .105619 .117546 .132647 .146910 .161630 .180560
31   .089072 .096749 .105619 .117546 .132647 .146910 .161630 .180560
32   .081860 .087099 .094813 .106282 .120946 .134113 .146183 .160011
33   .081860 .087099 .094813 .106282 .120946 .134113 .146183 .160011
34   .081860 .087099 .094813 .106282 .120946 .134113 .146183 .160011
35   .081860 .087099 .094813 .106282 .120946 .134113 .146183 .160011
36   .081860 .087099 .094813 .106282 .120946 .134113 .146183 .160011
37   .091702 .097188 .102170 .107969 .115123 .122229 .130540 .142550
38   .091702 .097188 .102170 .107969 .115123 .122229 .130540 .142550
39   .091702 .097188 .102170 .107969 .115123 .122229 .130540 .142550
40   .091702 .097188 .102170 .107969 .115123 .122229 .130540 .142550
41   .091702 .097188 .102170 .107969 .115123 .122229 .130540 .142550
42   .084178 .090864 .099057 .110098 .123462 .134554 .143034 .150594
43   .084178 .090864 .099057 .110098 .123462 .134554 .143034 .150594
44   .084178 .090864 .099057 .110098 .123462 .134554 .143034 .150594
45   .084178 .090864 .099057 .110098 .123462 .134554 .143034 .150594
46   .084178 .090864 .099057 .110098 .123462 .134554 .143034 .150594
47   .084178 .090864 .099057 .110098 .123462 .134554 .143034 .150594
48   .084178 .090864 .099057 .110098 .123462 .134554 .143034 .150594
49   .084178 .090864 .099057 .110098 .123462 .134554 .143034 .150594
50   .084178 .090864 .099057 .110098 .123462 .134554 .143034 .150594

JAHR      84      85      86      87      88      89      90
 0   .250589 .279814 .305440 .328373 .354449 .389849 .435886
 1   .250589 .279814 .305440 .328373 .354449 .389849 .435886
 2   .264018 .319998 .367952 .406604 .443901 .489287 .546239
 3   .264018 .319998 .367952 .406604 .443901 .489287 .546239
 4   .264018 .319998 .367952 .406604 .443901 .489287 .546239
 5   .264018 .319998 .367952 .406604 .443901 .489287 .546239
 6   .264018 .319998 .367952 .406604 .443901 .489287 .546239
 7   .246991 .255966 .268447 .291945 .336881 .411888 .514818
 8   .246991 .255966 .268447 .291945 .336881 .411888 .514818
 9   .246991 .255966 .268447 .291945 .336881 .411888 .514818
10   .246991 .255966 .268447 .291945 .336881 .411888 .514818
11   .246991 .255966 .268447 .291945 .336881 .411888 .514818
12   .229840 .280592 .322177 .351028 .371316 .389177 .408657
13   .229840 .280592 .322177 .351028 .371316 .389177 .408657
14   .229840 .280592 .322177 .351028 .371316 .389177 .408657
15   .229840 .280592 .322177 .351028 .371316 .389177 .408657
16   .229840 .280592 .322177 .351028 .371316 .389177 .408657
17   .205052 .206435 .212374 .229459 .266027 .328747 .415305
18   .205052 .206435 .212374 .229459 .266027 .328747 .415305
19   .205052 .206435 .212374 .229459 .266027 .328747 .415305
20   .205052 .206435 .212374 .229459 .266027 .328747 .415305
21   .205052 .206435 .212374 .229459 .266027 .328747 .415305
22   .239127 .266894 .288594 .302386 .310173 .314841 .318701
23   .239127 .266894 .288594 .302386 .310173 .314841 .318701
24   .239127 .266894 .288594 .302386 .310173 .314841 .318701
25   .239127 .266894 .288594 .302386 .310173 .314841 .318701
26   .239127 .266894 .288594 .302386 .310173 .314841 .318701
27   .206963 .239832 .268603 .294018 .322369 .360417 .409719
28   .206963 .239832 .268603 .294018 .322369 .360417 .409719
29   .206963 .239832 .268603 .294018 .322369 .360417 .409719
30   .206963 .239832 .268603 .294018 .322369 .360417 .409719
31   .206963 .239832 .268603 .294018 .322369 .360417 .409719
32   .178497 .201822 .223745 .246835 .278090 .324311 .385860
33   .178497 .201822 .223745 .246835 .278090 .324311 .385860
34   .178497 .201822 .223745 .246835 .278090 .324311 .385860
35   .178497 .201822 .223745 .246835 .278090 .324311 .385860
36   .178497 .201822 .223745 .246835 .278090 .324311 .385860
37   .160327 .183113 .203769 .223400 .247227 .280658 .324522
38   .160327 .183113 .203769 .223400 .247227 .280658 .324522
39   .160327 .183113 .203769 .223400 .247227 .280658 .324522
40   .160327 .183113 .203769 .223400 .247227 .280658 .324522
41   .160327 .183113 .203769 .223400 .247227 .280658 .324522
42   .159266 .169907 .180467 .193176 .212436 .242278 .282505
43   .159266 .169907 .180467 .193176 .212436 .242278 .282505
44   .159266 .169907 .180467 .193176 .212436 .242278 .282505
45   .159266 .169907 .180467 .193176 .212436 .242278 .282505
46   .159266 .169907 .180467 .193176 .212436 .242278 .282505
47   .159266 .169907 .180467 .193176 .212436 .242278 .282505
48   .159266 .169907 .180467 .193176 .212436 .242278 .282505
49   .159266 .169907 .180467 .193176 .212436 .242278 .282505 `
50   .159266 .169907 .180467 .193176 .212436 .242278 .282505
Health care spending:
ALTER   USA       EU          JAPAN              RUSSIA 
 0      1.00      1.0000000      1.0000000       0.43
 1      1.00      0.3514567      1.0000000       0.43
 2      1.00      0.2316816      1.0000000       0.43
 3      1.00      0.2209518      1.0000000       0.43
 4      1.00      0.2234871      1.0000000       0.43
 5      1.00      0.2342054      1.0000000       0.43
 6      1.00      0.2327775      1.0000000       0.43
 7      1.00      0.2310626      1.0000000       0.43
 8      1.00      0.2363235      1.0000000       0.43
 9      1.00      0.2396619      1.0000000       0.43
10      1.00      0.2473764      1.0000000       0.43
11      1.00      0.2579917      1.0000000       0.43
12      1.00      0.2678368      1.0000000       0.43
13      1.00      0.2751582      1.0000000       0.43
14      1.00      0.2766405      1.0000000       0.43
15      0.93      0.2750762      0.8532751       0.43
16      0.93      0.2703839      0.8532751       0.43
17      0.93      0.2663261      0.8532751       0.43
18      0.93      0.2650406      0.8532751       0.43
19      0.93      0.2675744      0.8532751       0.43
20      0.88      0.2751500      0.8532751       0.63
21      0.88      0.2828022      0.8532751       0.63
22      0.88      0.2920686      0.8532751       0.63
23      0.88      0.3028917      0.8532751       0.63
24      0.88      0.3144601      0.8532751       0.63
25      0.88      0.3260816      0.8532751       0.63
26      0.88      0.3365833      0.8532751       0.63
27      0.88      0.3460352      0.8532751       0.63
28      0.88      0.3534491      0.8532751       0.63
