POPULATION (IN THOUSANDS):
ALTER          USA              EU           JAPAN            CHINA            INDIA          RUSSIA
 13  .057113 .050670 .043362 .035761 .028242 .021657 .016423 .012226
 14  .057541 .051119 .043808 .036182 .028624 .021982 .016678 .012422
 15  .057969 .051569 .044255 .036603 .029007 .022306 .016933 .012618
 16  .058397 .052018 .044701 .037024 .029389 .022631 .017187 .012813
 17  .058825 .052467 .045147 .037445 .029772 .022956 .017442 .013009
 18  .059253 .052917 .045594 .037866 .030154 .023280 .017696 .013205
 19  .059681 .053366 .046040 .038287 .030537 .023605 .017951 .013400
 20  .060109 .053816 .046486 .038708 .030919 .023929 .018206 .013596
 21  .060537 .054265 .046932 .039129 .031302 .024254 .018460 .013791
 22  .060965 .054715 .047379 .039550 .031684 .024578 .018715 .013987
 23  .061394 .055164 .047825 .039971 .032067 .024903 .018970 .014183
 24  .061822 .055613 .048271 .040393 .032450 .025227 .019224 .014378
 25  .062250 .056063 .048717 .040814 .032832 .025552 .019479 .014574
 26  .062678 .056512 .049164 .041235 .033215 .025877 .019734 .014770
 27  .063106 .056962 .049610 .041656 .033597 .026201 .019988 .014965
 28  .063534 .057411 .050056 .042077 .033980 .026526 .020243 .015161
 29  .063962 .057861 .050503 .042498 .034362 .026850 .020498 .015356
 30  .064390 .058310 .050949 .042919 .034745 .027175 .020752 .015552
 31  .064818 .058760 .051395 .043340 .035127 .027499 .021007 .015748
 32  .065246 .059209 .051841 .043761 .035510 .027824 .021262 .015943
 33  .065674 .059658 .052288 .044182 .035892 .028148 .021516 .016139
 34  .066102 .060108 .052734 .044604 .036275 .028473 .021771 .016335
 35  .066531 .060557 .053180 .045025 .036657 .028798 .022026 .016530
 36  .066959 .061007 .053626 .045446 .037040 .029122 .022280 .016726
 37  .067387 .061456 .054073 .045867 .037422 .029447 .022535 .016921
 38  .067815 .061906 .054519 .046288 .037805 .029771 .022790 .017117
 39  .068243 .062355 .054965 .046709 .038187 .030096 .023044 .017313
 40  .068671 .062805 .055412 .047130 .038570 .030420 .023299 .017508
 41  .069099 .063254 .055858 .047551 .038953 .030745 .023554 .017704
 42  .069527 .063703 .056304 .047972 .039335 .031069 .023808 .017899
 43  .069955 .064153 .056750 .048393 .039718 .031394 .024063 .018095
 44  .070383 .064602 .057197 .048814 .040100 .031719 .024318 .018291
 45  .070811 .065052 .057643 .049236 .040483 .032043 .024572 .018486
 46  .071239 .065501 .058089 .049657 .040865 .032368 .024827 .018682
 47  .071668 .065951 .058535 .050078 .041248 .032692 .025082 .018878
 48  .072096 .066400 .058982 .050499 .041630 .033017 .025336 .019073
 49  .072524 .066849 .059428 .050920 .042013 .033341 .025591 .019269
 50  .072952 .067299 .059874 .051341 .042395 .033666 .025846 .019464
 
JAHR      39      40      41      42      43      44      45
-48  .016505 .012781 .009351 .006448 .004115 .002454 .000950
-47  .015888 .012222 .008927 .006253 .004071 .002355 .000876
-46  .015793 .012280 .009039 .006181 .003963 .002346 .000889
-45  .015293 .011979 .008896 .006106 .003919 .002248 .000812
-44  .015449 .011853 .008717 .006029 .003875 .002240 .000824
-43  .015326 .011780 .008537 .005933 .003808 .002196 .000828
-42  .014915 .011391 .008289 .005578 .003530 .002084 .000791
-41  .015257 .011666 .008391 .005716 .003589 .002088 .000806
-40  .014870 .011519 .008343 .005583 .003549 .002020 .000753
-39  .015200 .011412 .008315 .005632 .003485 .002024 .000781
-38  .014861 .011211 .008157 .005651 .003528 .001964 .000743
-37  .015210 .011577 .008206 .005522 .003595 .002072 .000752
-36  .014979 .011565 .008397 .005700 .003568 .002064 .000795
-35  .014542 .011185 .008055 .005436 .003419 .001966 .000757
-34  .013771 .010424 .007623 .005231 .003315 .001900 .000712
-33  .013233 .009890 .007041 .004893 .003210 .001875 .000720
-32  .012849 .009582 .006860 .004690 .003044 .001789 .000683
-31  .011904 .008955 .006472 .004380 .002784 .001633 .000635
-30  .011111 .008337 .006007 .004060 .002546 .001484 .000588
-29  .010808 .008070 .005834 .003995 .002506 .001432 .000563
-28  .009621 .007178 .005110 .003462 .002175 .001268 .000511
-27  .008230 .006287 .004534 .003096 .001961 .001128 .000442
-26  .012715 .010150 .007531 .005217 .003376 .001926 .000696
-25  .011341 .008892 .006691 .004758 .003103 .001847 .000708
-24  .010353 .008070 .006060 .004395 .002887 .001704 .000665
-23  .009361 .007311 .005458 .003943 .002668 .001626 .000635
-22  .008550 .006678 .004993 .003568 .002388 .001479 .000591
-21  .008096 .006091 .004536 .003229 .002168 .001348 .000544
-20  .007951 .005865 .004191 .003027 .002038 .001257 .000505
-19  .007602 .005794 .004122 .002782 .001854 .001163 .000479
-18  .007454 .005476 .003968 .002691 .001721 .001078 .000440
-17  .007123 .005231 .003673 .002552 .001639 .000964 .000397
-16  .007143 .005125 .003578 .002413 .001577 .000936 .000365
-15  .007050 .005123 .003527 .002365 .001505 .000912 .000368
-14  .006709 .004936 .003417 .002230 .001398 .000821 .000334
-13  .006829 .004826 .003395 .002251 .001374 .000799 .000315
-12  .007092 .004956 .003356 .002278 .001422 .000793 .000311
-11  .007184 .005058 .003366 .002171 .001375 .000785 .000296
-10  .007389 .005170 .003451 .002203 .001337 .000787 .000312
 -9  .007470 .005228 .003466 .002203 .001321 .000730 .000286
 -8  .007670 .005336 .003542 .002219 .001327 .000742 .000275
 -7  .007622 .005276 .003494 .002213 .001303 .000709 .000268
 -6  .007658 .005291 .003494 .002190 .001297 .000712 .000261
 -5  .007801 .005413 .003538 .002195 .001310 .000733 .000270
 -4  .006135 .004134 .002644 .001632 .000966 .000525 .000195
 -3  .006576 .004477 .002908 .001776 .001009 .000540 .000210
 -2  .006693 .004549 .002899 .001768 .001038 .000571 .000216
 -1  .006936 .004740 .003082 .001886 .001057 .000535 .000195
  0  .006936 .004740 .003082 .001886 .001057 .000535 .000195
  1  .007087 .004857 .003170 .001949 .001101 .000564 .000213
  2  .007239 .004974 .003258 .002013 .001145 .000592 .000231
  3  .007390 .005091 .003346 .002077 .001189 .000621 .000250
  4  .007541 .005208 .003434 .002140 .001233 .000650 .000268
  5  .007692 .005325 .003522 .002204 .001277 .000679 .000286
  6  .007844 .005442 .003610 .002268 .001321 .000707 .000304
  7  .007995 .005559 .003698 .002331 .001365 .000736 .000322
  8  .008146 .005676 .003786 .002395 .001409 .000765 .000340
  9  .008297 .005793 .003874 .002458 .001453 .000794 .000358
 10  .008449 .005910 .003962 .002522 .001497 .000822 .000376
 11  .008600 .006027 .004050 .002586 .001541 .000851 .000394
 12  .008751 .006144 .004138 .002649 .001585 .000880 .000413
 13  .008902 .006261 .004226 .002713 .001629 .000909 .000431
 14  .009054 .006378 .004315 .002776 .001673 .000937 .000449
 15  .009205 .006495 .004403 .002840 .001717 .000966 .000467
 16  .009356 .006612 .004491 .002904 .001761 .000995 .000485
 17  .009507 .006729 .004579 .002967 .001806 .001024 .000503
 18  .009659 .006847 .004667 .003031 .001850 .001052 .000521
 19  .009810 .006964 .004755 .003095 .001894 .001081 .000539
 20  .009961 .007081 .004843 .003158 .001938 .001110 .000557
 21  .010112 .007198 .004931 .003222 .001982 .001139 .000575
 22  .010264 .007315 .005019 .003285 .002026 .001167 .000594
 23  .010415 .007432 .005107 .003349 .002070 .001196 .000612
 24  .010566 .007549 .005195 .003413 .002114 .001225 .000630
 25  .010717 .007666 .005283 .003476 .002158 .001254 .000648
 26  .010869 .007783 .005371 .003540 .002202 .001282 .000666
 27  .011020 .007900 .005459 .003603 .002246 .001311 .000684
 28  .011171 .008017 .005548 .003667 .002290 .001340 .000702
 29  .011322 .008134 .005636 .003731 .002334 .001368 .000720
 30  .011474 .008251 .005724 .003794 .002378 .001397 .000738
 31  .011625 .008368 .005812 .003858 .002422 .001426 .000757
 32  .011776 .008485 .005900 .003922 .002466 .001455 .000775
 33  .011927 .008602 .005988 .003985 .002510 .001483 .000793
 34  .012078 .008719 .006076 .004049 .002555 .001512 .000811
 35  .012230 .008836 .006164 .004112 .002599 .001541 .000829
 36  .012381 .008953 .006252 .004176 .002643 .001570 .000847
 37  .012532 .009070 .006340 .004240 .002687 .001598 .000865
 38  .012683 .009187 .006428 .004303 .002731 .001627 .000883
 39  .012835 .009304 .006516 .004367 .002775 .001656 .000901
 40  .012986 .009421 .006604 .004431 .002819 .001685 .000920
 41  .013137 .009538 .006692 .004494 .002863 .001713 .000938
 42  .013288 .009655 .006781 .004558 .002907 .001742 .000956
 43  .013440 .009772 .006869 .004621 .002951 .001771 .000974
 44  .013591 .009889 .006957 .004685 .002995 .001800 .000992
 45  .013742 .010006 .007045 .004749 .003039 .001828 .001010
 46  .013893 .010123 .007133 .004812 .003083 .001857 .001028
 47  .014045 .010240 .007221 .004876 .003127 .001886 .001046
 48  .014196 .010357 .007309 .004939 .003171 .001915 .001064
 49  .014347 .010474 .007397 .005003 .003215 .001943 .001082
 50  .014498 .010591 .007485 .005067 .003259 .001972 .001101
 
 
JAPAN
JAHR      23      24      25      26      27      28      29      30
-48  .108868 .085328 .091164 .123134 .155103 .162573 .131809 .098077
-47  .108868 .085328 .091164 .123134 .155103 .162573 .131809 .098077
-46  .108868 .085328 .091164 .123134 .155103 .162573 .131809 .098077
-45  .108868 .085328 .091164 .123134 .155103 .162573 .131809 .098077
-44  .104658 .083266 .090373 .122493 .154613 .154492 .109901 .073099
-43  .104658 .083266 .090373 .122493 .154613 .154492 .109901 .073099
-42  .104658 .083266 .090373 .122493 .154613 .154492 .109901 .073099
-41  .104658 .083266 .090373 .122493 .154613 .154492 .109901 .073099
-40  .104658 .083266 .090373 .122493 .154613 .154492 .109901 .073099
-39  .110406 .089640 .099497 .135720 .171944 .171245 .120043 .078603
-38  .110406 .089640 .099497 .135720 .171944 .171245 .120043 .078603
-37  .110406 .089640 .099497 .135720 .171944 .171245 .120043 .078603
-36  .110406 .089640 .099497 .135720 .171944 .171245 .120043 .078603
-35  .110406 .089640 .099497 .135720 .171944 .171245 .120043 .078603
-34  .096586 .083673 .098535 .135914 .173293 .172163 .118748 .076289
-33  .096586 .083673 .098535 .135914 .173293 .172163 .118748 .076289
-32  .096586 .083673 .098535 .135914 .173293 .172163 .118748 .076289
-31  .096586 .083673 .098535 .135914 .173293 .172163 .118748 .076289
-30  .096586 .083673 .098535 .135914 .173293 .172163 .118748 .076289
-29  .104784 .084633 .093327 .126988 .160648 .157321 .104886 .065201
-28  .104784 .084633 .093327 .126988 .160648 .157321 .104886 .065201
-27  .104784 .084633 .093327 .126988 .160648 .157321 .104886 .065201
-26  .104784 .084633 .093327 .126988 .160648 .157321 .104886 .065201
-25  .104784 .084633 .093327 .126988 .160648 .157321 .104886 .065201
-24  .077841 .069533 .084087 .116632 .149176 .147957 .101093 .064230
-23  .077841 .069533 .084087 .116632 .149176 .147957 .101093 .064230
-22  .077841 .069533 .084087 .116632 .149176 .147957 .101093 .064230
-21  .077841 .069533 .084087 .116632 .149176 .147957 .101093 .064230
-20  .077841 .069533 .084087 .116632 .149176 .147957 .101093 .064230
-19  .064330 .062284 .080081 .112274 .144467 .146518 .106140 .071329
-18  .064330 .062284 .080081 .112274 .144467 .146518 .106140 .071329
-17  .064330 .062284 .080081 .112274 .144467 .146518 .106140 .071329
-16  .064330 .062284 .080081 .112274 .144467 .146518 .106140 .071329
-15  .064330 .062284 .080081 .112274 .144467 .146518 .106140 .071329
-14  .047439 .047371 .062189 .087460 .112731 .120605 .100209 .075463
-13  .047439 .047371 .062189 .087460 .112731 .120605 .100209 .075463
-12  .047439 .047371 .062189 .087460 .112731 .120605 .100209 .075463
-11  .047439 .047371 .062189 .087460 .112731 .120605 .100209 .075463
-10  .047439 .047371 .062189 .087460 .112731 .120605 .100209 .075463
 -9  .046355 .045372 .058706 .082306 .105907 .114794 .098481 .075909
 -8  .046435 .045446 .058773 .082368 .105962 .114842 .098522 .075945
 -7  .044106 .043208 .055896 .078313 .100730 .110137 .096374 .075303
 -6  .044795 .043688 .056328 .078862 .101396 .111843 .099787 .078986
 -5  .042578 .041099 .052580 .073487 .094394 .104843 .095007 .075972
 -4  .042220 .040282 .051084 .071267 .091449 .102942 .095965 .078114
 -3  .041587 .039409 .049664 .069135 .088606 .099612 .092717 .075415
 -2  .041813 .039019 .048555 .067377 .086199 .097741 .092679 .076249
 -1  .040903 .037777 .046575 .064450 .082325 .093741 .089734 .074256
  0  .040903 .037777 .046575 .064450 .082325 .093741 .089734 .074256
  1  .040203 .037487 .046462 .064199 .081990 .093547 .089914 .074817
  2  .039504 .037196 .046349 .063948 .081656 .093353 .090095 .075378
  3  .038805 .036906 .046236 .063696 .081321 .093159 .090275 .075940
  4  .038106 .036615 .046123 .063445 .080987 .092965 .090455 .076501
  5  .037406 .036324 .046010 .063194 .080652 .092770 .090636 .077062
  6  .036707 .036034 .045896 .062942 .080317 .092576 .090816 .077623
  7  .036008 .035743 .045783 .062691 .079983 .092382 .090997 .078184
  8  .035308 .035452 .045670 .062439 .079648 .092188 .091177 .078746
  9  .034609 .035162 .045557 .062188 .079313 .091994 .091357 .079307
 10  .033910 .034871 .045444 .061937 .078979 .091800 .091538 .079868
 11  .033211 .034581 .045331 .061685 .078644 .091606 .091718 .080429
 12  .032511 .034290 .045217 .061434 .078310 .091412 .091899 .080990
 13  .031812 .033999 .045104 .061183 .077975 .091217 .092079 .081552
 14  .031113 .033709 .044991 .060931 .077640 .091023 .092259 .082113
 15  .030414 .033418 .044878 .060680 .077306 .090829 .092440 .082674
 16  .029714 .033128 .044765 .060429 .076971 .090635 .092620 .083235
 17  .029015 .032837 .044652 .060177 .076636 .090441 .092801 .083796
 18  .028316 .032546 .044539 .059926 .076302 .090247 .092981 .084358
 19  .027616 .032256 .044425 .059675 .075967 .090053 .093161 .084919
 20  .026917 .031965 .044312 .059423 .075633 .089858 .093342 .085480
 21  .026218 .031675 .044199 .059172 .075298 .089664 .093522 .086041
 22  .025519 .031384 .044086 .058921 .074963 .089470 .093703 .086603
 23  .024819 .031093 .043973 .058669 .074629 .089276 .093883 .087164
 24  .024120 .030803 .043860 .058418 .074294 .089082 .094064 .087725
 25  .023421 .030512 .043746 .058167 .073959 .088888 .094244 .088286
 26  .022722 .030221 .043633 .057915 .073625 .088694 .094424 .088847
 27  .022022 .029931 .043520 .057664 .073290 .088500 .094605 .089409
 28  .021323 .029640 .043407 .057413 .072956 .088305 .094785 .089970
 29  .020624 .029350 .043294 .057161 .072621 .088111 .094966 .090531
 30  .019924 .029059 .043181 .056910 .072286 .087917 .095146 .091092
 31  .019225 .028768 .043067 .056659 .071952 .087723 .095326 .091653
 32  .018526 .028478 .042954 .056407 .071617 .087529 .095507 .092215
 33  .017827 .028187 .042841 .056156 .071282 .087335 .095687 .092776
 34  .017127 .027897 .042728 .055905 .070948 .087141 .095868 .093337
 35  .016428 .027606 .042615 .055653 .070613 .086947 .096048 .093898
 36  .015729 .027315 .042502 .055402 .070279 .086752 .096228 .094459
 37  .015030 .027025 .042388 .055151 .069944 .086558 .096409 .095021
 38  .014330 .026734 .042275 .054899 .069609 .086364 .096589 .095582
 39  .013631 .026443 .042162 .054648 .069275 .086170 .096770 .096143
 40  .012932 .026153 .042049 .054397 .068940 .085976 .096950 .096704
 41  .012232 .025862 .041936 .054145 .068605 .085782 .097130 .097266
 42  .011533 .025572 .041823 .053894 .068271 .085588 .097311 .097827
 43  .010834 .025281 .041709 .053642 .067936 .085394 .097491 .098388
 44  .010135 .024990 .041596 .053391 .067602 .085199 .097672 .098949
 45  .009435 .024700 .041483 .053140 .067267 .085005 .097852 .099510
 46  .008736 .024409 .041370 .052888 .066932 .084811 .098032 .100072
 47  .008037 .024119 .041257 .052637 .066598 .084617 .098213 .100633
 48  .007338 .023828 .041144 .052386 .066263 .084423 .098393 .101194
 49  .006638 .023537 .041030 .052134 .065928 .084229 .098574 .101755
 50  .005939 .023247 .040917 .051883 .065594 .084035 .098754 .102316
 
JAHR      31      32      33      34      35      36      37      38
-48  .075110 .052144 .040774 .043946 .041788 .031734 .022057 .015343
-47  .075110 .052144 .040774 .043946 .041788 .031734 .022057 .015343
-46  .075110 .052144 .040774 .043946 .041788 .031734 .022057 .015343
-45  .075110 .052144 .040774 .043946 .041788 .031734 .022057 .015343
-44  .056313 .039527 .028340 .025372 .022403 .017177 .012314 .008665
-43  .056313 .039527 .028340 .025372 .022403 .017177 .012314 .008665
-42  .056313 .039527 .028340 .025372 .022403 .017177 .012314 .008665
-41  .056313 .039527 .028340 .025372 .022403 .017177 .012314 .008665
-40  .056313 .039527 .028340 .025372 .022403 .017177 .012314 .008665
-39  .060507 .042410 .028840 .022943 .019182 .014786 .010763 .007463
-38  .060507 .042410 .028840 .022943 .019182 .014786 .010763 .007463
-37  .060507 .042410 .028840 .022943 .019182 .014786 .010763 .007463
-36  .060507 .042410 .028840 .022943 .019182 .014786 .010763 .007463
-35  .060507 .042410 .028840 .022943 .019182 .014786 .010763 .007463
-34  .058564 .040840 .027735 .022339 .018834 .014461 .010420 .007008
-33  .058564 .040840 .027735 .022339 .018834 .014461 .010420 .007008
-32  .058564 .040840 .027735 .022339 .018834 .014461 .010420 .007008
-31  .058564 .040840 .027735 .022339 .018834 .014461 .010420 .007008
-30  .058564 .040840 .027735 .022339 .018834 .014461 .010420 .007008
-29  .050384 .035567 .024251 .018982 .015670 .012127 .008946 .006254
-28  .050384 .035567 .024251 .018982 .015670 .012127 .008946 .006254
-27  .050384 .035567 .024251 .018982 .015670 .012127 .008946 .006254
-26  .050384 .035567 .024251 .018982 .015670 .012127 .008946 .006254
-25  .050384 .035567 .024251 .018982 .015670 .012127 .008946 .006254
-24  .049249 .034268 .022298 .016146 .012868 .009919 .007235 .004948
-23  .049249 .034268 .022298 .016146 .012868 .009919 .007235 .004948
-22  .049249 .034268 .022298 .016146 .012868 .009919 .007235 .004948
-21  .049249 .034268 .022298 .016146 .012868 .009919 .007235 .004948
-20  .049249 .034268 .022298 .016146 .012868 .009919 .007235 .004948
-19  .054373 .037417 .024591 .019031 .015834 .012086 .008559 .005453
-18  .054373 .037417 .024591 .019031 .015834 .012086 .008559 .005453
-17  .054373 .037417 .024591 .019031 .015834 .012086 .008559 .005453
-16  .054373 .037417 .024591 .019031 .015834 .012086 .008559 .005453
-15  .054373 .037417 .024591 .019031 .015834 .012086 .008559 .005453
-14  .057241 .039019 .025650 .020513 .017446 .013235 .009190 .005705
-13  .057241 .039019 .025650 .020513 .017446 .013235 .009190 .005705
-12  .057241 .039019 .025650 .020513 .017446 .013235 .009190 .005705
-11  .057241 .039019 .025650 .020513 .017446 .013235 .009190 .005705
-10  .057241 .039019 .025650 .020513 .017446 .013235 .009190 .005705
 -9  .057566 .039223 .026200 .021814 .018909 .014329 .009913 .006034
 -8  .057595 .039245 .026216 .021824 .018914 .014332 .009916 .006036
 -7  .057083 .038863 .026126 .022135 .019342 .014645 .010106 .006128
 -6  .059856 .040725 .027662 .024034 .021240 .016071 .011063 .006685
 -5  .057567 .039162 .026871 .023880 .021305 .016113 .011074 .006690
 -4  .059171 .040228 .027795 .025116 .022566 .017058 .011703 .007048
 -3  .057142 .038869 .027223 .025256 .022920 .017319 .011873 .007174
 -2  .057776 .039302 .027758 .026182 .023910 .018062 .012372 .007474
 -1  .056272 .038288 .027374 .026419 .024328 .018371 .012572 .007589
  0  .056272 .038288 .027374 .026419 .024328 .018371 .012572 .007589
  1  .057005 .039026 .027942 .026700 .024491 .018577 .012804 .007798
  2  .057738 .039765 .028510 .026982 .024653 .018783 .013037 .008008
  3  .058470 .040503 .029078 .027263 .024815 .018989 .013270 .008218
  4  .059203 .041241 .029646 .027545 .024977 .019196 .013502 .008428
  5  .059936 .041980 .030214 .027826 .025139 .019402 .013735 .008637
  6  .060668 .042718 .030782 .028108 .025301 .019608 .013967 .008847
  7  .061401 .043456 .031350 .028389 .025464 .019814 .014200 .009057
  8  .062134 .044195 .031918 .028671 .025626 .020020 .014433 .009267
  9  .062867 .044933 .032486 .028952 .025788 .020226 .014665 .009477
 10  .063599 .045671 .033054 .029234 .025950 .020432 .014898 .009686
 11  .064332 .046410 .033622 .029515 .026112 .020638 .015131 .009896
 12  .065065 .047148 .034190 .029797 .026274 .020844 .015363 .010106
 13  .065798 .047886 .034758 .030078 .026436 .021050 .015596 .010316
 14  .066530 .048625 .035326 .030359 .026599 .021256 .015829 .010525
 15  .067263 .049363 .035894 .030641 .026761 .021462 .016061 .010735
 16  .067996 .050101 .036462 .030922 .026923 .021668 .016294 .010945
 17  .068729 .050840 .037030 .031204 .027085 .021874 .016526 .011155
 18  .069461 .051578 .037598 .031485 .027247 .022080 .016759 .011364
 19  .070194 .052316 .038166 .031767 .027409 .022286 .016992 .011574
 20  .070927 .053054 .038734 .032048 .027572 .022492 .017224 .011784
 21  .071660 .053793 .039302 .032330 .027734 .022698 .017457 .011994
 22  .072392 .054531 .039870 .032611 .027896 .022904 .017690 .012204
 23  .073125 .055269 .040438 .032893 .028058 .023110 .017922 .012413
 24  .073858 .056008 .041006 .033174 .028220 .023316 .018155 .012623
 25  .074591 .056746 .041574 .033456 .028382 .023522 .018387 .012833
 26  .075323 .057484 .042142 .033737 .028545 .023728 .018620 .013043
 27  .076056 .058223 .042710 .034018 .028707 .023935 .018853 .013252
 28  .076789 .058961 .043278 .034300 .028869 .024141 .019085 .013462
 29  .077522 .059699 .043846 .034581 .029031 .024347 .019318 .013672
 30  .078254 .060438 .044415 .034863 .029193 .024553 .019551 .013882
 31  .078987 .061176 .044983 .035144 .029355 .024759 .019783 .014092
 32  .079720 .061914 .045551 .035426 .029517 .024965 .020016 .014301
 33  .080452 .062653 .046119 .035707 .029680 .025171 .020249 .014511
 34  .081185 .063391 .046687 .035989 .029842 .025377 .020481 .014721
 35  .081918 .064129 .047255 .036270 .030004 .025583 .020714 .014931
 36  .082651 .064868 .047823 .036552 .030166 .025789 .020946 .015140
 37  .083383 .065606 .048391 .036833 .030328 .025995 .021179 .015350
 38  .084116 .066344 .048959 .037115 .030490 .026201 .021412 .015560
 39  .084849 .067083 .049527 .037396 .030653 .026407 .021644 .015770
 40  .085582 .067821 .050095 .037678 .030815 .026613 .021877 .015979
 41  .086314 .068559 .050663 .037959 .030977 .026819 .022110 .016189
 42  .087047 .069298 .051231 .038240 .031139 .027025 .022342 .016399
 43  .087780 .070036 .051799 .038522 .031301 .027231 .022575 .016609
 44  .088513 .070774 .052367 .038803 .031463 .027437 .022808 .016819
 45  .089245 .071512 .052935 .039085 .031626 .027643 .023040 .017028
 46  .089978 .072251 .053503 .039366 .031788 .027849 .023273 .017238
 47  .090711 .072989 .054071 .039648 .031950 .028055 .023505 .017448
 48  .091444 .073727 .054639 .039929 .032112 .028261 .023738 .017658
 49  .092176 .074466 .055207 .040211 .032274 .028467 .023971 .017867
 50  .092909 .075204 .055775 .040492 .032436 .028674 .024203 .018077
 
JAHR      39      40      41      42      43      44      45
-48  .013320 .011786 .009016 .006246 .003966 .002278 .000796
-47  .013320 .011786 .009016 .006246 .003966 .002278 .000796
-46  .013320 .011786 .009016 .006246 .003966 .002278 .000796
-45  .013320 .011786 .009016 .006246 .003966 .002278 .000796
-44  .007106 .006089 .004736 .003382 .002239 .001338 .000503
-43  .007106 .006089 .004736 .003382 .002239 .001338 .000503
-42  .007106 .006089 .004736 .003382 .002239 .001338 .000503
-41  .007106 .006089 .004736 .003382 .002239 .001338 .000503
-40  .007106 .006089 .004736 .003382 .002239 .001338 .000503
-39  .005648 .004630 .003650 .002670 .001829 .001134 .000448
-38  .005648 .004630 .003650 .002670 .001829 .001134 .000448
-37  .005648 .004630 .003650 .002670 .001829 .001134 .000448
-36  .005648 .004630 .003650 .002670 .001829 .001134 .000448
-35  .005648 .004630 .003650 .002670 .001829 .001134 .000448
-34  .005025 .004007 .003158 .002309 .001599 .001016 .000405
-33  .005025 .004007 .003158 .002309 .001599 .001016 .000405
-32  .005025 .004007 .003158 .002309 .001599 .001016 .000405
-31  .005025 .004007 .003158 .002309 .001599 .001016 .000405
-30  .005025 .004007 .003158 .002309 .001599 .001016 .000405
-29  .004654 .003769 .002995 .002221 .001518 .000912 .000362
-28  .004654 .003769 .002995 .002221 .001518 .000912 .000362
-27  .004654 .003769 .002995 .002221 .001518 .000912 .000362
-26  .004654 .003769 .002995 .002221 .001518 .000912 .000362
-25  .004654 .003769 .002995 .002221 .001518 .000912 .000362
-24  .003580 .002860 .002267 .001674 .001151 .000707 .000281
-23  .003580 .002860 .002267 .001674 .001151 .000707 .000281
-22  .003580 .002860 .002267 .001674 .001151 .000707 .000281
-21  .003580 .002860 .002267 .001674 .001151 .000707 .000281
-20  .003580 .002860 .002267 .001674 .001151 .000707 .000281
-19  .003508 .002627 .002069 .001510 .001022 .000617 .000240
-18  .003508 .002627 .002069 .001510 .001022 .000617 .000240
-17  .003508 .002627 .002069 .001510 .001022 .000617 .000240
-16  .003508 .002627 .002069 .001510 .001022 .000617 .000240
-15  .003508 .002627 .002069 .001510 .001022 .000617 .000240
-14  .003638 .002729 .002119 .001508 .000968 .000539 .000194
-13  .003638 .002729 .002119 .001508 .000968 .000539 .000194
-12  .003638 .002729 .002119 .001508 .000968 .000539 .000194
-11  .003638 .002729 .002119 .001508 .000968 .000539 .000194
-10  .003638 .002729 .002119 .001508 .000968 .000539 .000194
 -9  .003648 .002639 .002050 .001461 .000941 .000530 .000192
 -8  .003650 .002641 .002051 .001462 .000942 .000530 .000193
 -7  .003694 .002669 .002069 .001469 .000939 .000521 .000186
 -6  .004024 .002908 .002249 .001590 .001002 .000539 .000188
 -5  .004050 .002941 .002271 .001601 .001001 .000531 .000183
 -4  .004255 .003086 .002380 .001673 .001036 .000539 .000182
 -3  .004397 .003225 .002483 .001740 .001068 .000545 .000181
 -2  .004598 .003383 .002602 .001821 .001110 .000557 .000182
 -1  .004673 .003442 .002645 .001848 .001121 .000557 .000180
  0  .004673 .003442 .002645 .001848 .001121 .000557 .000180
  1  .004822 .003526 .002693 .001883 .001151 .000582 .000197
  2  .004971 .003611 .002740 .001918 .001181 .000606 .000215
  3  .005119 .003695 .002788 .001954 .001212 .000630 .000232
  4  .005268 .003780 .002836 .001989 .001242 .000655 .000250
  5  .005417 .003864 .002884 .002024 .001273 .000679 .000267
  6  .005566 .003949 .002931 .002060 .001303 .000704 .000285
  7  .005715 .004034 .002979 .002095 .001333 .000728 .000302
  8  .005863 .004118 .003027 .002130 .001364 .000753 .000319
  9  .006012 .004203 .003074 .002166 .001394 .000777 .000337
 10  .006161 .004287 .003122 .002201 .001424 .000802 .000354
 11  .006310 .004372 .003170 .002236 .001455 .000826 .000372
 12  .006459 .004456 .003218 .002272 .001485 .000851 .000389
 13  .006607 .004541 .003265 .002307 .001516 .000875 .000406
 14  .006756 .004625 .003313 .002342 .001546 .000900 .000424
 15  .006905 .004710 .003361 .002378 .001576 .000924 .000441
 16  .007054 .004794 .003409 .002413 .001607 .000949 .000459
 17  .007203 .004879 .003456 .002448 .001637 .000973 .000476
 18  .007351 .004963 .003504 .002484 .001667 .000998 .000494
 19  .007500 .005048 .003552 .002519 .001698 .001022 .000511
 20  .007649 .005132 .003600 .002554 .001728 .001047 .000528
 21  .007798 .005217 .003647 .002590 .001759 .001071 .000546
 22  .007947 .005301 .003695 .002625 .001789 .001096 .000563
 23  .008096 .005386 .003743 .002660 .001819 .001120 .000581
 24  .008244 .005470 .003791 .002696 .001850 .001145 .000598
 25  .008393 .005555 .003838 .002731 .001880 .001169 .000615
 26  .008542 .005639 .003886 .002767 .001910 .001194 .000633
 27  .008691 .005724 .003934 .002802 .001941 .001218 .000650
 28  .008840 .005808 .003982 .002837 .001971 .001242 .000668
 29  .008988 .005893 .004029 .002873 .002002 .001267 .000685
 30  .009137 .005978 .004077 .002908 .002032 .001291 .000703
 31  .009286 .006062 .004125 .002943 .002062 .001316 .000720
